,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active
1715,Saint Barthelemy,France,17.9,-62.8333,2020-01-28,0,0,0.0,0.0
1716,St Martin,France,18.0708,-63.0501,2020-01-28,0,0,0.0,0.0
1717,Martinique,France,14.6415,-61.0242,2020-01-28,0,0,0.0,0.0
1718,,France,46.2276,2.2137,2020-01-28,4,0,0.0,4.0
1719,,Gabon,-0.8037,11.6094,2020-01-28,0,0,0.0,0.0
1720,,Gambia,13.4432,-15.3101,2020-01-28,0,0,0.0,0.0
1721,,Georgia,42.3154,43.3569,2020-01-28,0,0,0.0,0.0
1722,,Germany,51.0,9.0,2020-01-28,4,0,0.0,4.0
1723,,Ghana,7.9465,-1.0232,2020-01-28,0,0,0.0,0.0
1724,,Greece,39.0742,21.8243,2020-01-28,0,0,0.0,0.0
1725,,Guatemala,15.7835,-90.2308,2020-01-28,0,0,0.0,0.0
1726,,Guinea,9.9456,-9.6966,2020-01-28,0,0,0.0,0.0
1727,,Guyana,5.0,-58.75,2020-01-28,0,0,0.0,0.0
1728,,Haiti,18.9712,-72.2852,2020-01-28,0,0,0.0,0.0
1729,,Holy See,41.9029,12.4534,2020-01-28,0,0,0.0,0.0
1730,,Honduras,15.2,-86.2419,2020-01-28,0,0,0.0,0.0
1731,,Hungary,47.1625,19.5033,2020-01-28,0,0,0.0,0.0
1732,,Iceland,64.9631,-19.0208,2020-01-28,0,0,0.0,0.0
1733,,India,21.0,78.0,2020-01-28,0,0,0.0,0.0
1734,,Indonesia,-0.7893,113.9213,2020-01-28,0,0,0.0,0.0
1735,,Iran,32.0,53.0,2020-01-28,0,0,0.0,0.0
1736,,Iraq,33.0,44.0,2020-01-28,0,0,0.0,0.0
1737,,Ireland,53.1424,-7.6921,2020-01-28,0,0,0.0,0.0
1738,,Israel,31.0,35.0,2020-01-28,0,0,0.0,0.0
1739,,Italy,43.0,12.0,2020-01-28,0,0,0.0,0.0
1740,,Jamaica,18.1096,-77.2975,2020-01-28,0,0,0.0,0.0
1741,,Japan,36.0,138.0,2020-01-28,7,0,1.0,6.0
1742,,Jordan,31.24,36.51,2020-01-28,0,0,0.0,0.0
1743,,Kazakhstan,48.0196,66.9237,2020-01-28,0,0,0.0,0.0
1744,,Kenya,-0.0236,37.9062,2020-01-28,0,0,0.0,0.0
1745,,"Korea, South",36.0,128.0,2020-01-28,4,0,0.0,4.0
1746,,Kuwait,29.5,47.75,2020-01-28,0,0,0.0,0.0
1747,,Kyrgyzstan,41.2044,74.7661,2020-01-28,0,0,0.0,0.0
1748,,Latvia,56.8796,24.6032,2020-01-28,0,0,0.0,0.0
1749,,Lebanon,33.8547,35.8623,2020-01-28,0,0,0.0,0.0
1750,,Liberia,6.4281,-9.4295,2020-01-28,0,0,0.0,0.0
1751,,Liechtenstein,47.14,9.55,2020-01-28,0,0,0.0,0.0
1752,,Lithuania,55.1694,23.8813,2020-01-28,0,0,0.0,0.0
1753,,Luxembourg,49.8153,6.1296,2020-01-28,0,0,0.0,0.0
1754,,Madagascar,-18.7669,46.8691,2020-01-28,0,0,0.0,0.0
1755,,Malaysia,2.5,112.5,2020-01-28,4,0,0.0,4.0
1756,,Maldives,3.2028,73.2207,2020-01-28,0,0,0.0,0.0
1757,,Malta,35.9375,14.3754,2020-01-28,0,0,0.0,0.0
1758,,Mauritania,21.0079,10.9408,2020-01-28,0,0,0.0,0.0
1759,,Mauritius,-20.2,57.5,2020-01-28,0,0,0.0,0.0
1760,,Mexico,23.6345,-102.5528,2020-01-28,0,0,0.0,0.0
1761,,Moldova,47.4116,28.3699,2020-01-28,0,0,0.0,0.0
1762,,Monaco,43.7333,7.4167,2020-01-28,0,0,0.0,0.0
1763,,Mongolia,46.8625,103.8467,2020-01-28,0,0,0.0,0.0
1764,,Montenegro,42.5,19.3,2020-01-28,0,0,0.0,0.0
1765,,Morocco,31.7917,-7.0926,2020-01-28,0,0,0.0,0.0
1766,,Namibia,-22.9576,18.4904,2020-01-28,0,0,0.0,0.0
1767,,Nepal,28.1667,84.25,2020-01-28,1,0,0.0,1.0
1768,Aruba,Netherlands,12.5186,-70.0358,2020-01-28,0,0,0.0,0.0
1769,Curacao,Netherlands,12.1696,-68.99,2020-01-28,0,0,0.0,0.0
1770,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-28,0,0,0.0,0.0
1771,,Netherlands,52.1326,5.2913,2020-01-28,0,0,0.0,0.0
1772,,New Zealand,-40.9006,174.886,2020-01-28,0,0,0.0,0.0
1773,,Nicaragua,12.8654,-85.2072,2020-01-28,0,0,0.0,0.0
1774,,Niger,17.6078,8.0817,2020-01-28,0,0,0.0,0.0
1775,,Nigeria,9.082,8.6753,2020-01-28,0,0,0.0,0.0
1776,,North Macedonia,41.6086,21.7453,2020-01-28,0,0,0.0,0.0
1777,,Norway,60.472,8.4689,2020-01-28,0,0,0.0,0.0
1778,,Oman,21.0,57.0,2020-01-28,0,0,0.0,0.0
1779,,Pakistan,30.3753,69.3451,2020-01-28,0,0,0.0,0.0
1780,,Panama,8.538,-80.7821,2020-01-28,0,0,0.0,0.0
1781,,Papua New Guinea,-6.315,143.9555,2020-01-28,0,0,0.0,0.0
1782,,Paraguay,-23.4425,-58.4438,2020-01-28,0,0,0.0,0.0
1783,,Peru,-9.19,-75.0152,2020-01-28,0,0,0.0,0.0
1784,,Philippines,13.0,122.0,2020-01-28,0,0,0.0,0.0
1785,,Poland,51.9194,19.1451,2020-01-28,0,0,0.0,0.0
1786,,Portugal,39.3999,-8.2245,2020-01-28,0,0,0.0,0.0
1787,,Qatar,25.3548,51.1839,2020-01-28,0,0,0.0,0.0
1788,,Romania,45.9432,24.9668,2020-01-28,0,0,0.0,0.0
1789,,Russia,60.0,90.0,2020-01-28,0,0,0.0,0.0
1790,,Rwanda,-1.9403,29.8739,2020-01-28,0,0,0.0,0.0
1791,,Saint Lucia,13.9094,-60.9789,2020-01-28,0,0,0.0,0.0
1792,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-28,0,0,0.0,0.0
1793,,San Marino,43.9424,12.4578,2020-01-28,0,0,0.0,0.0
1794,,Saudi Arabia,24.0,45.0,2020-01-28,0,0,0.0,0.0
1795,,Senegal,14.4974,-14.4524,2020-01-28,0,0,0.0,0.0
1796,,Serbia,44.0165,21.0059,2020-01-28,0,0,0.0,0.0
1797,,Seychelles,-4.6796,55.492,2020-01-28,0,0,0.0,0.0
1798,,Singapore,1.2833,103.8333,2020-01-28,7,0,0.0,7.0
1799,,Slovakia,48.669,19.699,2020-01-28,0,0,0.0,0.0
1800,,Slovenia,46.1512,14.9955,2020-01-28,0,0,0.0,0.0
1801,,Somalia,5.1521,46.1996,2020-01-28,0,0,0.0,0.0
1802,,South Africa,-30.5595,22.9375,2020-01-28,0,0,0.0,0.0
1803,,Spain,40.0,-4.0,2020-01-28,0,0,0.0,0.0
1804,,Sri Lanka,7.0,81.0,2020-01-28,1,0,0.0,1.0
1805,,Sudan,12.8628,30.2176,2020-01-28,0,0,0.0,0.0
1806,,Suriname,3.9193,-56.0278,2020-01-28,0,0,0.0,0.0
1807,,Sweden,63.0,16.0,2020-01-28,0,0,0.0,0.0
1808,,Switzerland,46.8182,8.2275,2020-01-28,0,0,0.0,0.0
1809,,Taiwan*,23.7,121.0,2020-01-28,8,0,0.0,8.0
1810,,Tanzania,-6.369,34.8888,2020-01-28,0,0,0.0,0.0
1811,,Thailand,15.0,101.0,2020-01-28,14,0,5.0,9.0
1812,,Togo,8.6195,0.8248,2020-01-28,0,0,0.0,0.0
1813,,Trinidad and Tobago,10.6918,-61.2225,2020-01-28,0,0,0.0,0.0
1814,,Tunisia,34.0,9.0,2020-01-28,0,0,0.0,0.0
1815,,Turkey,38.9637,35.2433,2020-01-28,0,0,0.0,0.0
1816,,Uganda,1.0,32.0,2020-01-28,0,0,0.0,0.0
1817,,Ukraine,48.3794,31.1656,2020-01-28,0,0,0.0,0.0
1818,,United Arab Emirates,24.0,54.0,2020-01-28,0,0,0.0,0.0
1819,Bermuda,United Kingdom,32.3078,-64.7505,2020-01-28,0,0,0.0,0.0
1820,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-28,0,0,0.0,0.0
1821,Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-28,0,0,0.0,0.0
1822,Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-28,0,0,0.0,0.0
1823,Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-28,0,0,0.0,0.0
1824,Montserrat,United Kingdom,16.7425,-62.1874,2020-01-28,0,0,0.0,0.0
1825,,United Kingdom,55.3781,-3.4360000000000004,2020-01-28,0,0,0.0,0.0
1826,,Uruguay,-32.5228,-55.7658,2020-01-28,0,0,0.0,0.0
1827,,US,37.0902,-95.7129,2020-01-28,5,0,0.0,5.0
1828,,Uzbekistan,41.3775,64.5853,2020-01-28,0,0,0.0,0.0
1829,,Venezuela,6.4238,-66.5897,2020-01-28,0,0,0.0,0.0
1830,,Vietnam,16.0,108.0,2020-01-28,2,0,0.0,2.0
1831,,Zambia,-15.4167,28.2833,2020-01-28,0,0,0.0,0.0
1832,,Zimbabwe,-20.0,30.0,2020-01-28,0,0,0.0,0.0
1834,,Dominica,15.415,-61.371,2020-01-28,0,0,0.0,0.0
1835,,Grenada,12.1165,-61.679,2020-01-28,0,0,0.0,0.0
1836,,Mozambique,-18.665695,35.529562,2020-01-28,0,0,0.0,0.0
1837,,Syria,34.802075,38.99681500000001,2020-01-28,0,0,0.0,0.0
1838,,Timor-Leste,-8.874217,125.727539,2020-01-28,0,0,0.0,0.0
1839,,Belize,13.1939,-59.5432,2020-01-28,0,0,0.0,0.0
1840,Recovered,Canada,0.0,0.0,2020-01-28,0,0,0.0,0.0
1841,,Laos,19.85627,102.495496,2020-01-28,0,0,0.0,0.0
1842,,Libya,26.3351,17.228331,2020-01-28,0,0,0.0,0.0
1843,,West Bank and Gaza,31.9522,35.2332,2020-01-28,0,0,0.0,0.0
1844,,Guinea-Bissau,11.8037,-15.1804,2020-01-28,0,0,0.0,0.0
1845,,Mali,17.570692,-3.996166000000001,2020-01-28,0,0,0.0,0.0
1846,,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-28,0,0,0.0,0.0
1847,Northwest Territories,Canada,64.8255,-124.8457,2020-01-28,0,0,0.0,0.0
1848,Yukon,Canada,64.2823,-135.0,2020-01-28,0,0,0.0,0.0
1849,,Kosovo,42.602636,20.902977,2020-01-28,0,0,0.0,0.0
1850,,Burma,21.9162,95.956,2020-01-28,0,0,0.0,0.0
1851,Anguilla,United Kingdom,18.2206,-63.0686,2020-01-28,0,0,0.0,0.0
1852,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-28,0,0,0.0,0.0
1853,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-01-28,0,0,0.0,0.0
1855,,Botswana,-22.3285,24.6849,2020-01-28,0,0,0.0,0.0
1856,,Burundi,-3.3731,29.9189,2020-01-28,0,0,0.0,0.0
1857,,Sierra Leone,8.460555000000001,-11.779889,2020-01-28,0,0,0.0,0.0
1858,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-01-28,0,0,0.0,0.0
1859,,Malawi,-13.254307999999998,34.301525,2020-01-28,0,0,0.0,0.0
1860,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-28,0,0,0.0,0.0
1861,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-28,0,0,0.0,0.0
1862,,South Sudan,6.877000000000002,31.307,2020-01-28,0,0,0.0,0.0
1863,,Western Sahara,24.2155,-12.8858,2020-01-28,0,0,0.0,0.0
1864,,Sao Tome and Principe,0.18636,6.613081,2020-01-28,0,0,0.0,0.0
1865,,Yemen,15.552727,48.516388,2020-01-28,0,0,0.0,0.0
1866,,Comoros,-11.6455,43.3333,2020-01-28,0,0,0.0,0.0
1867,,Tajikistan,38.861034,71.276093,2020-01-28,0,0,0.0,0.0
1868,,Lesotho,-29.609988,28.233608,2020-01-28,0,0,0.0,0.0
1869,,Afghanistan,33.0,65.0,2020-01-29,0,0,0.0,0.0
1870,,Albania,41.1533,20.1683,2020-01-29,0,0,0.0,0.0
1871,,Algeria,28.0339,1.6596,2020-01-29,0,0,0.0,0.0
1872,,Andorra,42.5063,1.5218,2020-01-29,0,0,0.0,0.0
1873,,Angola,-11.2027,17.8739,2020-01-29,0,0,0.0,0.0
1874,,Antigua and Barbuda,17.0608,-61.7964,2020-01-29,0,0,0.0,0.0
1875,,Argentina,-38.4161,-63.6167,2020-01-29,0,0,0.0,0.0
1876,,Armenia,40.0691,45.0382,2020-01-29,0,0,0.0,0.0
1877,Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-29,0,0,0.0,0.0
1878,New South Wales,Australia,-33.8688,151.2093,2020-01-29,4,0,0.0,4.0
1879,Northern Territory,Australia,-12.4634,130.8456,2020-01-29,0,0,0.0,0.0
1880,Queensland,Australia,-28.0167,153.4,2020-01-29,1,0,0.0,1.0
1881,South Australia,Australia,-34.9285,138.6007,2020-01-29,0,0,0.0,0.0
1882,Tasmania,Australia,-41.4545,145.9707,2020-01-29,0,0,0.0,0.0
1883,Victoria,Australia,-37.8136,144.9631,2020-01-29,1,0,0.0,1.0
1884,Western Australia,Australia,-31.9505,115.8605,2020-01-29,0,0,0.0,0.0
1885,,Austria,47.5162,14.5501,2020-01-29,0,0,0.0,0.0
1886,,Azerbaijan,40.1431,47.5769,2020-01-29,0,0,0.0,0.0
1887,,Bahamas,25.0343,-77.3963,2020-01-29,0,0,0.0,0.0
1888,,Bahrain,26.0275,50.55,2020-01-29,0,0,0.0,0.0
1889,,Bangladesh,23.685,90.3563,2020-01-29,0,0,0.0,0.0
1890,,Barbados,13.1939,-59.5432,2020-01-29,0,0,0.0,0.0
1891,,Belarus,53.7098,27.9534,2020-01-29,0,0,0.0,0.0
1892,,Belgium,50.8333,4.0,2020-01-29,0,0,0.0,0.0
1893,,Benin,9.3077,2.3158,2020-01-29,0,0,0.0,0.0
1894,,Bhutan,27.5142,90.4336,2020-01-29,0,0,0.0,0.0
1895,,Bolivia,-16.2902,-63.5887,2020-01-29,0,0,0.0,0.0
1896,,Bosnia and Herzegovina,43.9159,17.6791,2020-01-29,0,0,0.0,0.0
1897,,Brazil,-14.235,-51.9253,2020-01-29,0,0,0.0,0.0
1898,,Brunei,4.5353,114.7277,2020-01-29,0,0,0.0,0.0
1899,,Bulgaria,42.7339,25.4858,2020-01-29,0,0,0.0,0.0
1900,,Burkina Faso,12.2383,-1.5616,2020-01-29,0,0,0.0,0.0
1901,,Cabo Verde,16.5388,-23.0418,2020-01-29,0,0,0.0,0.0
1902,,Cambodia,11.55,104.9167,2020-01-29,1,0,0.0,1.0
1903,,Cameroon,3.848,11.5021,2020-01-29,0,0,0.0,0.0
1904,Alberta,Canada,53.9333,-116.5765,2020-01-29,0,0,0.0,0.0
1905,British Columbia,Canada,49.2827,-123.1207,2020-01-29,1,0,0.0,1.0
1907,Manitoba,Canada,53.7609,-98.8139,2020-01-29,0,0,0.0,0.0
1908,New Brunswick,Canada,46.5653,-66.4619,2020-01-29,0,0,0.0,0.0
1909,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-29,0,0,0.0,0.0
1910,Nova Scotia,Canada,44.682,-63.7443,2020-01-29,0,0,0.0,0.0
1911,Ontario,Canada,51.2538,-85.3232,2020-01-29,1,0,0.0,1.0
1912,Prince Edward Island,Canada,46.5107,-63.4168,2020-01-29,0,0,0.0,0.0
1913,Quebec,Canada,52.9399,-73.5491,2020-01-29,0,0,0.0,0.0
1914,Saskatchewan,Canada,52.9399,-106.4509,2020-01-29,0,0,0.0,0.0
1915,,Central African Republic,6.6111,20.9394,2020-01-29,0,0,0.0,0.0
1916,,Chad,15.4542,18.7322,2020-01-29,0,0,0.0,0.0
1917,,Chile,-35.6751,-71.543,2020-01-29,0,0,0.0,0.0
1918,Anhui,China,31.8257,117.2264,2020-01-29,152,0,2.0,150.0
1919,Beijing,China,40.1824,116.4142,2020-01-29,111,1,4.0,106.0
1920,Chongqing,China,30.0572,107.874,2020-01-29,147,0,1.0,146.0
1921,Fujian,China,26.0789,117.9874,2020-01-29,84,0,0.0,84.0
1922,Gansu,China,37.8099,101.0583,2020-01-29,24,0,0.0,24.0
1923,Guangdong,China,23.3417,113.4244,2020-01-29,277,0,5.0,272.0
1924,Guangxi,China,23.8298,108.7881,2020-01-29,58,0,2.0,56.0
1925,Guizhou,China,26.8154,106.8748,2020-01-29,9,0,1.0,8.0
1926,Hainan,China,19.1959,109.7453,2020-01-29,43,1,0.0,42.0
1927,Hebei,China,39.549,116.1306,2020-01-29,48,1,0.0,47.0
1928,Heilongjiang,China,47.862,127.7615,2020-01-29,38,1,0.0,37.0
1929,Henan,China,33.882,113.614,2020-01-29,206,2,1.0,203.0
1930,Hong Kong,China,22.3,114.2,2020-01-29,10,0,0.0,10.0
1931,Hubei,China,30.9756,112.2707,2020-01-29,3554,125,88.0,3341.0
1932,Hunan,China,27.6104,111.7088,2020-01-29,221,0,0.0,221.0
1933,Inner Mongolia,China,44.0935,113.9448,2020-01-29,16,0,0.0,16.0
1934,Jiangsu,China,32.9711,119.455,2020-01-29,99,0,1.0,98.0
1935,Jiangxi,China,27.614,115.7221,2020-01-29,109,0,3.0,106.0
1936,Jilin,China,43.6661,126.1923,2020-01-29,9,0,0.0,9.0
1937,Liaoning,China,41.2956,122.6085,2020-01-29,39,0,1.0,38.0
1938,Macau,China,22.1667,113.55,2020-01-29,7,0,0.0,7.0
1939,Ningxia,China,37.2692,106.1655,2020-01-29,12,0,0.0,12.0
1940,Qinghai,China,35.7452,95.9956,2020-01-29,6,0,0.0,6.0
1941,Shaanxi,China,35.1917,108.8701,2020-01-29,56,0,0.0,56.0
1942,Shandong,China,36.3427,118.1498,2020-01-29,130,0,1.0,129.0
1943,Shanghai,China,31.202,121.4491,2020-01-29,96,1,5.0,90.0
1944,Shanxi,China,37.5777,112.2922,2020-01-29,27,0,1.0,26.0
1945,Sichuan,China,30.6171,102.7103,2020-01-29,108,1,1.0,106.0
1946,Tianjin,China,39.3054,117.323,2020-01-29,27,0,0.0,27.0
1947,Tibet,China,31.6927,88.0924,2020-01-29,0,0,0.0,0.0
1948,Xinjiang,China,41.1129,85.2401,2020-01-29,13,0,0.0,13.0
1949,Yunnan,China,24.974,101.487,2020-01-29,55,0,0.0,55.0
1950,Zhejiang,China,29.1832,120.0934,2020-01-29,296,0,3.0,293.0
1951,,Colombia,4.5709,-74.2973,2020-01-29,0,0,0.0,0.0
1952,,Congo (Brazzaville),-4.0383,21.7587,2020-01-29,0,0,0.0,0.0
1953,,Congo (Kinshasa),-4.0383,21.7587,2020-01-29,0,0,0.0,0.0
1954,,Costa Rica,9.7489,-83.7534,2020-01-29,0,0,0.0,0.0
1955,,Cote d'Ivoire,7.54,-5.5471,2020-01-29,0,0,0.0,0.0
1956,,Croatia,45.1,15.2,2020-01-29,0,0,0.0,0.0
1958,,Cuba,22.0,-80.0,2020-01-29,0,0,0.0,0.0
1959,,Cyprus,35.1264,33.4299,2020-01-29,0,0,0.0,0.0
1960,,Czechia,49.8175,15.473,2020-01-29,0,0,0.0,0.0
1961,Faroe Islands,Denmark,61.8926,-6.9118,2020-01-29,0,0,0.0,0.0
1962,Greenland,Denmark,71.7069,-42.6043,2020-01-29,0,0,0.0,0.0
1963,,Denmark,56.2639,9.5018,2020-01-29,0,0,0.0,0.0
1964,,Djibouti,11.8251,42.5903,2020-01-29,0,0,0.0,0.0
1965,,Dominican Republic,18.7357,-70.1627,2020-01-29,0,0,0.0,0.0
1966,,Ecuador,-1.8312,-78.1834,2020-01-29,0,0,0.0,0.0
1967,,Egypt,26.0,30.0,2020-01-29,0,0,0.0,0.0
1968,,El Salvador,13.7942,-88.8965,2020-01-29,0,0,0.0,0.0
1969,,Equatorial Guinea,1.5,10.0,2020-01-29,0,0,0.0,0.0
1970,,Eritrea,15.1794,39.7823,2020-01-29,0,0,0.0,0.0
1971,,Estonia,58.5953,25.0136,2020-01-29,0,0,0.0,0.0
1972,,Eswatini,-26.5225,31.4659,2020-01-29,0,0,0.0,0.0
1973,,Ethiopia,9.145,40.4897,2020-01-29,0,0,0.0,0.0
1974,,Fiji,-17.7134,178.065,2020-01-29,0,0,0.0,0.0
1975,,Finland,64.0,26.0,2020-01-29,1,0,0.0,1.0
1976,French Guiana,France,3.9339,-53.1258,2020-01-29,0,0,0.0,0.0
1977,French Polynesia,France,-17.6797,149.4068,2020-01-29,0,0,0.0,0.0
1978,Guadeloupe,France,16.25,-61.5833,2020-01-29,0,0,0.0,0.0
1979,Mayotte,France,-12.8275,45.1662,2020-01-29,0,0,0.0,0.0
1980,New Caledonia,France,-20.9043,165.618,2020-01-29,0,0,0.0,0.0
1981,Reunion,France,-21.1351,55.2471,2020-01-29,0,0,0.0,0.0
1982,Saint Barthelemy,France,17.9,-62.8333,2020-01-29,0,0,0.0,0.0
1983,St Martin,France,18.0708,-63.0501,2020-01-29,0,0,0.0,0.0
1984,Martinique,France,14.6415,-61.0242,2020-01-29,0,0,0.0,0.0
1985,,France,46.2276,2.2137,2020-01-29,5,0,0.0,5.0
1986,,Gabon,-0.8037,11.6094,2020-01-29,0,0,0.0,0.0
1987,,Gambia,13.4432,-15.3101,2020-01-29,0,0,0.0,0.0
1988,,Georgia,42.3154,43.3569,2020-01-29,0,0,0.0,0.0
1989,,Germany,51.0,9.0,2020-01-29,4,0,0.0,4.0
1990,,Ghana,7.9465,-1.0232,2020-01-29,0,0,0.0,0.0
1991,,Greece,39.0742,21.8243,2020-01-29,0,0,0.0,0.0
1992,,Guatemala,15.7835,-90.2308,2020-01-29,0,0,0.0,0.0
1993,,Guinea,9.9456,-9.6966,2020-01-29,0,0,0.0,0.0
1994,,Guyana,5.0,-58.75,2020-01-29,0,0,0.0,0.0
1995,,Haiti,18.9712,-72.2852,2020-01-29,0,0,0.0,0.0
1996,,Holy See,41.9029,12.4534,2020-01-29,0,0,0.0,0.0
1997,,Honduras,15.2,-86.2419,2020-01-29,0,0,0.0,0.0
1998,,Hungary,47.1625,19.5033,2020-01-29,0,0,0.0,0.0
1999,,Iceland,64.9631,-19.0208,2020-01-29,0,0,0.0,0.0
2000,,India,21.0,78.0,2020-01-29,0,0,0.0,0.0
2001,,Indonesia,-0.7893,113.9213,2020-01-29,0,0,0.0,0.0
2002,,Iran,32.0,53.0,2020-01-29,0,0,0.0,0.0
2003,,Iraq,33.0,44.0,2020-01-29,0,0,0.0,0.0
2004,,Ireland,53.1424,-7.6921,2020-01-29,0,0,0.0,0.0
2005,,Israel,31.0,35.0,2020-01-29,0,0,0.0,0.0
2006,,Italy,43.0,12.0,2020-01-29,0,0,0.0,0.0
2007,,Jamaica,18.1096,-77.2975,2020-01-29,0,0,0.0,0.0
2008,,Japan,36.0,138.0,2020-01-29,7,0,1.0,6.0
2009,,Jordan,31.24,36.51,2020-01-29,0,0,0.0,0.0
2010,,Kazakhstan,48.0196,66.9237,2020-01-29,0,0,0.0,0.0
2011,,Kenya,-0.0236,37.9062,2020-01-29,0,0,0.0,0.0
2012,,"Korea, South",36.0,128.0,2020-01-29,4,0,0.0,4.0
2013,,Kuwait,29.5,47.75,2020-01-29,0,0,0.0,0.0
2014,,Kyrgyzstan,41.2044,74.7661,2020-01-29,0,0,0.0,0.0
2015,,Latvia,56.8796,24.6032,2020-01-29,0,0,0.0,0.0
2016,,Lebanon,33.8547,35.8623,2020-01-29,0,0,0.0,0.0
2017,,Liberia,6.4281,-9.4295,2020-01-29,0,0,0.0,0.0
2018,,Liechtenstein,47.14,9.55,2020-01-29,0,0,0.0,0.0
2019,,Lithuania,55.1694,23.8813,2020-01-29,0,0,0.0,0.0
2020,,Luxembourg,49.8153,6.1296,2020-01-29,0,0,0.0,0.0
2021,,Madagascar,-18.7669,46.8691,2020-01-29,0,0,0.0,0.0
2022,,Malaysia,2.5,112.5,2020-01-29,7,0,0.0,7.0
2023,,Maldives,3.2028,73.2207,2020-01-29,0,0,0.0,0.0
2024,,Malta,35.9375,14.3754,2020-01-29,0,0,0.0,0.0
2025,,Mauritania,21.0079,10.9408,2020-01-29,0,0,0.0,0.0
2026,,Mauritius,-20.2,57.5,2020-01-29,0,0,0.0,0.0
2027,,Mexico,23.6345,-102.5528,2020-01-29,0,0,0.0,0.0
2028,,Moldova,47.4116,28.3699,2020-01-29,0,0,0.0,0.0
2029,,Monaco,43.7333,7.4167,2020-01-29,0,0,0.0,0.0
2030,,Mongolia,46.8625,103.8467,2020-01-29,0,0,0.0,0.0
2031,,Montenegro,42.5,19.3,2020-01-29,0,0,0.0,0.0
2032,,Morocco,31.7917,-7.0926,2020-01-29,0,0,0.0,0.0
2033,,Namibia,-22.9576,18.4904,2020-01-29,0,0,0.0,0.0
2034,,Nepal,28.1667,84.25,2020-01-29,1,0,0.0,1.0
2035,Aruba,Netherlands,12.5186,-70.0358,2020-01-29,0,0,0.0,0.0
2036,Curacao,Netherlands,12.1696,-68.99,2020-01-29,0,0,0.0,0.0
2037,Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-29,0,0,0.0,0.0
2038,,Netherlands,52.1326,5.2913,2020-01-29,0,0,0.0,0.0
2039,,New Zealand,-40.9006,174.886,2020-01-29,0,0,0.0,0.0
2040,,Nicaragua,12.8654,-85.2072,2020-01-29,0,0,0.0,0.0
2041,,Niger,17.6078,8.0817,2020-01-29,0,0,0.0,0.0
2042,,Nigeria,9.082,8.6753,2020-01-29,0,0,0.0,0.0
2043,,North Macedonia,41.6086,21.7453,2020-01-29,0,0,0.0,0.0
2044,,Norway,60.472,8.4689,2020-01-29,0,0,0.0,0.0
2045,,Oman,21.0,57.0,2020-01-29,0,0,0.0,0.0
2046,,Pakistan,30.3753,69.3451,2020-01-29,0,0,0.0,0.0
2047,,Panama,8.538,-80.7821,2020-01-29,0,0,0.0,0.0
2048,,Papua New Guinea,-6.315,143.9555,2020-01-29,0,0,0.0,0.0
2049,,Paraguay,-23.4425,-58.4438,2020-01-29,0,0,0.0,0.0
2050,,Peru,-9.19,-75.0152,2020-01-29,0,0,0.0,0.0
2051,,Philippines,13.0,122.0,2020-01-29,0,0,0.0,0.0
2052,,Poland,51.9194,19.1451,2020-01-29,0,0,0.0,0.0
2053,,Portugal,39.3999,-8.2245,2020-01-29,0,0,0.0,0.0
2054,,Qatar,25.3548,51.1839,2020-01-29,0,0,0.0,0.0
2055,,Romania,45.9432,24.9668,2020-01-29,0,0,0.0,0.0
2056,,Russia,60.0,90.0,2020-01-29,0,0,0.0,0.0
2057,,Rwanda,-1.9403,29.8739,2020-01-29,0,0,0.0,0.0
2058,,Saint Lucia,13.9094,-60.9789,2020-01-29,0,0,0.0,0.0
2059,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-29,0,0,0.0,0.0
2060,,San Marino,43.9424,12.4578,2020-01-29,0,0,0.0,0.0
2061,,Saudi Arabia,24.0,45.0,2020-01-29,0,0,0.0,0.0
2062,,Senegal,14.4974,-14.4524,2020-01-29,0,0,0.0,0.0
2063,,Serbia,44.0165,21.0059,2020-01-29,0,0,0.0,0.0
2064,,Seychelles,-4.6796,55.492,2020-01-29,0,0,0.0,0.0
2065,,Singapore,1.2833,103.8333,2020-01-29,7,0,0.0,7.0
2066,,Slovakia,48.669,19.699,2020-01-29,0,0,0.0,0.0
2067,,Slovenia,46.1512,14.9955,2020-01-29,0,0,0.0,0.0
2068,,Somalia,5.1521,46.1996,2020-01-29,0,0,0.0,0.0
2069,,South Africa,-30.5595,22.9375,2020-01-29,0,0,0.0,0.0
